Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Togo,3100 ,1300 , 5600,,3400 ,1500 , 6300,,3800 ,1700 , 7000,,4300 ,1900 , 7800,,4800 ,2100 , 8800,,5400 ,2400 , 9900,,6000 ,2700 , 11 000,,6600 ,3000 , 12 000,,7200 ,3300 , 13 000,,7600 ,3500 , 14 000,,8000 ,3700 , 15 000,,8300 ,3900 , 15 000,,8400 ,4000 , 15 000,,8500 ,4100 , 16 000,,8600 ,4200 , 16 000,,8700 ,4300 , 16 000,,8900 ,4400 , 16 000,,9200 ,4600 , 16 000,,9400 ,4900 , 17 000,,9700 ,5100 , 17 000,,10 000 ,5500 , 18 000,,11 000 ,6000 , 18 000,,12 000 ,6500 , 19 000,,12 000 ,7100 , 20 000,,13 000 ,7900 , 21 000,,14 000 ,8700 , 23 000,,15 000 ,9500 , 24 000,,16 000 ,10 000 , 25 000,,17 000 ,12 000 , 27 000,,19 000 ,13 000 , 29 000,,20 000 ,14 000 , 31 000,
Trinidad and Tobago,<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1200,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1400,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1700,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1900,"Children estimates were not available at the time of publication.",1300 ,<1000 , 2100,"Children estimates were not available at the time of publication.",1500 ,1000 , 2400,"Children estimates were not available at the time of publication.",1700 ,1200 , 2600,"Children estimates were not available at the time of publication.",1900 ,1400 , 2800,"Children estimates were not available at the time of publication.",2100 ,1600 , 3100,"Children estimates were not available at the time of publication.",2400 ,1900 , 3400,"Children estimates were not available at the time of publication.",2600 ,2100 , 3700,"Children estimates were not available at the time of publication.",2900 ,2400 , 4100,"Children estimates were not available at the time of publication.",3300 ,2700 , 4400,"Children estimates were not available at the time of publication.",3600 ,3000 , 4800,"Children estimates were not available at the time of publication.",3800 ,3200 , 5000,"Children estimates were not available at the time of publication.",4000 ,3400 , 5200,"Children estimates were not available at the time of publication.",4300 ,3600 , 5300,"Children estimates were not available at the time of publication.",4500 ,3800 , 5500,"Children estimates were not available at the time of publication.",4700 ,4000 , 5600,"Children estimates were not available at the time of publication."
Tunisia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1400,,1100 ,<1000 , 1500,
Turkey,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,63 000 ,28 000 , 140 000,,66 000 ,30 000 , 140 000,,68 000 ,32 000 , 150 000,,70 000 ,34 000 , 150 000,,71 000 ,35 000 , 150 000,,72 000 ,36 000 , 150 000,,72 000 ,36 000 , 150 000,,72 000 ,37 000 , 140 000,,71 000 ,37 000 , 140 000,,71 000 ,38 000 , 140 000,,70 000 ,38 000 , 140 000,,70 000 ,38 000 , 140 000,,70 000 ,38 000 , 140 000,,70 000 ,39 000 , 140 000,,71 000 ,40 000 , 140 000,,73 000 ,41 000 , 140 000,,76 000 ,44 000 , 150 000,,80 000 ,47 000 , 150 000,,84 000 ,50 000 , 160 000,,90 000 ,54 000 , 170 000,,96 000 ,60 000 , 180 000,,100 000 ,66 000 , 190 000,,110 000 ,74 000 , 210 000,,120 000 ,82 000 , 220 000,,140 000 ,92 000 , 240 000,,150 000 ,100 000 , 260 000,,170 000 ,120 000 , 290 000,,180 000 ,130 000 , 310 000,,200 000 ,150 000 , 330 000,,220 000 ,170 000 , 360 000,,240 000 ,180 000 , 380 000,
Ukraine,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<200 , 1100,,<1000 ,<500 , 2000,,1300 ,<1000 , 3200,,2100 ,<1000 , 4800,,3100 ,1600 , 6800,,4300 ,2400 , 9100,,5700 ,3400 , 12 000,,7200 ,4700 , 15 000,,8700 ,5900 , 17 000,,10 000 ,7200 , 19 000,,12 000 ,8200 , 21 000,,13 000 ,9300 , 23 000,,14 000 ,10 000 , 24 000,,15 000 ,11 000 , 25 000,,16 000 ,12 000 , 26 000,,18 000 ,12 000 , 27 000,,19 000 ,13 000 , 28 000,,20 000 ,14 000 , 29 000,,21 000 ,15 000 , 30 000,,23 000 ,17 000 , 32 000,,25 000 ,18 000 , 34 000,,27 000 ,20 000 , 37 000,,29 000 ,23 000 , 40 000,,32 000 ,24 000 , 43 000,,34 000 ,27 000 , 46 000,,38 000 ,30 000 , 51 000,,42 000 ,33 000 , 55 000,,48 000 ,38 000 , 62 000,
United Arab Emirates,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,
United Kingdom,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
United Republic of Tanzania,54 000 ,29 000 , 110 000,,66 000 ,35 000 , 130 000,,78 000 ,42 000 , 160 000,,89 000 ,48 000 , 180 000,,100 000 ,53 000 , 200 000,,110 000 ,58 000 , 220 000,,120 000 ,63 000 , 230 000,,120 000 ,67 000 , 250 000,,130 000 ,71 000 , 260 000,,130 000 ,73 000 , 260 000,,140 000 ,76 000 , 270 000,,140 000 ,77 000 , 270 000,,140 000 ,79 000 , 270 000,,140 000 ,79 000 , 270 000,,140 000 ,80 000 , 270 000,,140 000 ,80 000 , 270 000,,140 000 ,80 000 , 270 000,,140 000 ,83 000 , 270 000,,150 000 ,88 000 , 280 000,,160 000 ,94 000 , 290 000,,170 000 ,100 000 , 310 000,,180 000 ,110 000 , 320 000,,190 000 ,120 000 , 340 000,,200 000 ,130 000 , 360 000,,220 000 ,140 000 , 380 000,,240 000 ,160 000 , 400 000,,260 000 ,180 000 , 430 000,,280 000 ,200 000 , 470 000,,300 000 ,220 000 , 500 000,,330 000 ,240 000 , 530 000,,350 000 ,260 000 , 570 000,
United States,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",280 000 ,220 000 , 370 000,"Children estimates were not available at the time of publication.",310 000 ,240 000 , 400 000,"Children estimates were not available at the time of publication.",340 000 ,260 000 , 430 000,"Children estimates were not available at the time of publication.",370 000 ,290 000 , 470 000,"Children estimates were not available at the time of publication.",400 000 ,310 000 , 500 000,"Children estimates were not available at the time of publication.",430 000 ,340 000 , 540 000,"Children estimates were not available at the time of publication.",460 000 ,360 000 , 570 000,"Children estimates were not available at the time of publication.",490 000 ,380 000 , 600 000,"Children estimates were not available at the time of publication.",510 000 ,410 000 , 630 000,"Children estimates were not available at the time of publication.",540 000 ,430 000 , 670 000,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
