country,iso2,year,new.labconf,new.clindx,new.ep,ret.rel.labconf,ret.rel.clindx,ret.rel.ep,ret.nrel,ret.nrel.clindx,c.newunk,c.newinc,c.ret,c.notified,pulm.labconf.new,pulm.labconf.ret,pulm.labconf.unk,notif.foreign,rel.in.agesex.flg,agegroup.option,newrel.m04,newrel.m59,newrel.m1014,newrel.m514,newrel.m014,newrel.m1519,newrel.m2024,newrel.m1524,newrel.m2534,newrel.m3544,newrel.m4554,newrel.m5564,newrel.m65,newrel.m15plus,newrel.mu,newrel.f04,newrel.f59,newrel.f1014,newrel.f514,newrel.f014,newrel.f1519,newrel.f2024,newrel.f1524,newrel.f2534,newrel.f3544,newrel.f4554,newrel.f5564,newrel.f65,newrel.f15plus,newrel.fu,c.new.014,rdx.data.available,newinc.rdx,rdxsurvey.newinc,rdxsurvey.newinc.rdx,gaps.na.tbcases,remarks.tbcases,conf.rr.nfqr,conf.rr.fqr,unconf.rr.nfqr.tx,conf.rr.nfqr.tx,rrmdr.014.tx,conf.rr.fqr.tx,mdrxdr.bdq.used,mdrxdr.bdq.tx,mdrxdr.alloral.used,mdrxdr.alloral.tx,mdr.alloral.short.used,mdr.alloral.short.tx,mdr.tx.adsm,gaps.na.mdr.patients,remarks.mdr.patients,r.rlt.new,r.rlt.ret,rr.new,rr.ret,r.rlt.rel,rr.rel,dst.rlt.new,dst.rlt.ret,dst.rlt.hr.new,dst.rlt.hr.ret,dst.rlt.rr.new,dst.rlt.rr.ret,mdr.new,mdr.ret,rr.dst.rlt.fq,rr.fqr,rr.fqr.bdqr.lzdr,rr.fqr.bdqs.lzdr,rr.fqr.bdqu.lzdr,rr.fqr.bdqr.lzds,rr.fqr.bdqs.lzds,rr.fqr.bdqu.lzds,rr.fqr.bdqr.lzdu,rr.fqr.bdqs.lzdu,rr.fqr.bdqu.lzdu,gaps.na.dr.surveillance,remarks.dr.surveillance,newrel.tbhiv.flg,newrel.hivtest,newrel.hivpos,newrel.art,tbhiv.014.flg,newrel.hivtest.014,newrel.hivpos.014,newrel.art.014,gaps.na.hiv.patients,remarks.hiv.patients,hiv.tbrx.art,hiv.tbrx.art.NA,hiv.tbrx.art.NI.reason,hiv.tbrx.art.remarks,hiv.tbdetect,hiv.reg.new2,hiv.tbdetect.hiv.reg.new2.NA,hiv.tbdetect.hiv.reg.new2.NI.reason,hiv.tbdetect.hiv.reg.new2.remarks,hiv.new.tpt,hiv.new,hiv.all.tpt,hiv.all,hiv.tpt.eligible.start.NA,hiv.tpt.eligible.start.NI.reason,hiv.tpt.eligible.start.remarks,hiv.all.tpt.completed,hiv.all.tpt.started,hiv.tpt.completed.NA,hiv.tpt.completed.NI.reason,hiv.tpt.completed.remarks,hiv.unaids.date.exported,tbhiv.surveil,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.surv.cil,tbhiv.surv.ciu,tbhiv.sentin.prev,tbhiv.sentin.yr,tbhiv.sentin.cil,tbhiv.sentin.ciu,gaps.na.nonroutine.hiv,remarks.nonroutine.hiv,total.deaths.vr,r00.r99.deaths.vr,tbdeaths.vr,gaps.na.tbdeaths,remarks.tbdeaths
Seychelles,SC,2021,10,0,1,0,0,0,0,,11,11,0,11,9,0,1,5,,220,0,0,0,,,0,1,,2,4,0,1,1,9,0,0,0,0,,,0,0,,1,0,0,1,0,2,0,0,60,10,,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,9,0,0,0,,,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28(ii) and 2.34(i) changed to zero by Hazim Timimi (WHO/Geneva) 2022-07-29 as it was inconsistent with 2.5. Email with Louine Morel confirmed previously TB treatment history is unknown.,1,11,1,1,,,,,0,,1,0,,"Only 1 HIV patient tested positive for TB in 2021
",1,59,0,,"11 cases of TB was detected in 2021, one patient was co-infected with HIV
",1,59,1,89,0,,,2,2,0,,,2022-08-26,0,,,,,,,,,0,,,,,,
Sudan,SD,2021,7784,4681,5137,441,175,43,335,,17602,18261,994,18596,7750,659,34,0,1,221,320,,,523,,,,1836,2525,1729,1319,934,1066,9409,1636,259,,,363,,,,1055,1166,877,696,509,567,4870,881,1465,0,,,,0,,210,0,0,209,0,0,1,23,0,,1,23,209,0,,6193,655,117,93,,,,,,,,,,,130,0,,,,,,,,,,1,2.30 : no data ,0,3836,136,127,,,,,1,,121,0,,,,,1,,,659,1749,,,0,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Sweden,SE,2021,191,21,128,1,0,3,13,1,340,344,17,357,179,8,12,318,1,220,2,2,1,,,15,24,,41,31,23,18,37,189,0,2,3,4,,,8,14,,31,16,23,20,29,141,0,14,60,290,,,,Data extracted from ECDC/TESSy 2022-08-26,6,1,0,6,0,0,1,6,0,,1,5,5,0,{2.14-2-20: Data extracted from ECDC/TESSy 2022-08-26}. ,173,8,4,0,,,173,8,15,0,4,0,3,0,4,1,0,0,0,0,1,0,0,0,0,1,Data extracted from ECDC/TESSy 2022-08-26,1,247,,,,,,,1,Result of hiv-test not reported with full id,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,,1,
Singapore,SG,2021,1065,842,407,73,49,25,2,,2314,2461,149,2463,1065,73,0,1348,1,220,3,3,2,,,14,57,,206,224,213,265,451,1430,0,2,0,3,,,11,35,,348,238,98,113,175,1018,0,13,60,2330,,,0,"Total number of cases comprises Residents (Singapore Citizens & Permanent Residents) & long-staying non-residents who are studying, working or residing in Singapore.  ",20,2,0,17,0,2,1,4,0,,1,1,19,0,"2.23 Patients started on longer MDR-TB treatment including injectable and oral regimens
2.27 monitored actively for adverse events while they were undergoing MDR-TB treatment in Singapore  ",1051,67,17,2,,,1051,67,75,6,17,2,16,2,18,2,,,,,,,,,,1,,1,2254,19,,,,,,1,,3,0,,"This data is from NCID HIV Programme Database which only accounts for HIV diagnosed patients of age 15 and above presenting at the National Centre for Infectious Diseases (NCID) and Tan Tock Seng Hospital (TTSH) Infectious Diseases clinics, which covers about 60-70% of HIV cases in Singapore. 
The data does not cover patients seen at other healthcare institutions. 

RECRUITMENT/SCREENING CRITERIA
1. Only patients who have clinic visit to NCID/TTSH Infectious Diseases starting from 2006 onwards; 
2. HIV-positive patients 
3. At least one time outpatient clinic visit
*Note: Added the list of new foreigners cases starting from January 2017 onwards 

EXCLUSION CRITERIA 
- Only inpatient cases 
- GRT/Eye referral patients from other hospitals
- Foreigners whose first clinic visit earlier than 2017
The data is provided by NCID and TTSH Infectious Diseases only, which covers about 60-70% of HIV cases in Singapore. 

The data does not cover patients seen at other healthcare ins",3,117,0,,"This data is from NCID HIV Programme Database which only accounts for HIV diagnosed patients of age 15 and above presenting at the National Centre for Infectious Diseases (NCID) and Tan Tock Seng Hospital (TTSH) Infectious Diseases clinics, which covers about 60-70% of HIV cases in Singapore. 
The data does not cover patients seen at other healthcare institutions. 

RECRUITMENT/SCREENING CRITERIA
1. Only patients who have clinic visit to NCID/TTSH Infectious Diseases starting from 2006 onwards; 
2. HIV-positive patients 
3. At least one time outpatient clinic visit
*Note: Added the list of new foreigners cases starting from January 2017 onwards 

EXCLUSION CRITERIA 
- Only inpatient cases 
- GRT/Eye referral patients from other hospitals
- Foreigners whose first clinic visit earlier than 2017
The data is provided by NCID and TTSH Infectious Diseases only, which covers about 60-70% of HIV cases in Singapore. 

The data does not cover patients seen at other healthcare ins",0,117,,,0,,"This data is from NCID HIV Programme Database which only accounts for HIV diagnosed patients of age 15 and above presenting at the National Centre for Infectious Diseases (NCID) and Tan Tock Seng Hospital (TTSH) Infectious Diseases clinics, which covers about 60-70% of HIV cases in Singapore. 
The data does not cover patients seen at other healthcare institutions. 

RECRUITMENT/SCREENING CRITERIA
1. Only patients who have clinic visit to NCID/TTSH Infectious Diseases starting from 2006 onwards; 
2. HIV-positive patients 
3. At least one time outpatient clinic visit
*Note: Added the list of new foreigners cases starting from January 2017 onwards 

EXCLUSION CRITERIA 
- Only inpatient cases 
- GRT/Eye referral patients from other hospitals
- Foreigners whose first clinic visit earlier than 2017
The data is provided by NCID and TTSH Infectious Diseases only, which covers about 60-70% of HIV cases in Singapore. 

The data does not cover patients seen at other healthcare ins",5,5,0,,"This data is from NCID HIV Programme Database which only accounts for HIV diagnosed patients of age 15 and above presenting at the National Centre for Infectious Diseases (NCID) and Tan Tock Seng Hospital (TTSH) Infectious Diseases clinics, which covers about 60-70% of HIV cases in Singapore. 
The data does not cover patients seen at other healthcare institutions. 

RECRUITMENT/SCREENING CRITERIA
1. Only patients who have clinic visit to NCID/TTSH Infectious Diseases starting from 2006 onwards; 
2. HIV-positive patients 
3. At least one time outpatient clinic visit
*Note: Added the list of new foreigners cases starting from January 2017 onwards 

EXCLUSION CRITERIA 
- Only inpatient cases 
- GRT/Eye referral patients from other hospitals
- Foreigners whose first clinic visit earlier than 2017
The data is provided by NCID and TTSH Infectious Diseases only, which covers about 60-70% of HIV cases in Singapore. 

The data does not cover patients seen at other healthcare ins",2022-08-26,0,,,,,,,,,0,,,,,,
Slovenia,SI,2021,59,3,12,5,0,0,1,0,74,79,6,80,59,6,0,38,1,220,1,0,0,,,1,0,,3,4,8,9,20,45,0,0,0,1,,,1,0,,3,6,3,6,13,32,0,2,60,68,,,,Data extracted from ECDC/TESSy 2022-08-26,1,0,0,1,0,0,1,1,0,,0,,0,0,{2.14-2-20: Data extracted from ECDC/TESSy 2022-08-26}. ,58,6,1,0,,,58,6,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Data extracted from ECDC/TESSy 2022-08-26,1,67,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,8,1,
Slovakia,SK,2021,81,32,17,4,0,0,3,1,130,134,7,137,77,6,4,7,1,220,6,9,8,,,6,2,,9,11,9,12,10,59,0,9,5,3,,,8,3,,5,0,5,6,8,35,0,40,60,48,,,,Data extracted from ECDC/TESSy 2022-08-26,3,2,0,2,0,2,1,1,0,,1,1,1,0,{2.14-2-20: Data extracted from ECDC/TESSy 2022-08-26}. ,65,5,3,2,,,65,5,5,2,3,2,2,2,4,2,0,0,0,0,0,0,0,0,2,1,Data extracted from ECDC/TESSy 2022-08-26,1,96,3,3,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,8,4,4,0,
Sierra Leone,SL,2021,11226,4692,1208,297,109,19,118,,17126,17551,543,17669,11193,380,33,0,1,221,463,,,323,,,,1390,2559,2327,1773,1026,694,9769,21,452,,,320,,,,1226,1787,1349,907,534,387,6190,13,1558,60,4227,,,1,,223,0,0,183,0,0,1,141,1,105,1,34,183,1,,4227,,60,123,,,,,,,,,,,,,,,,,,,,,,1,This is no disaggregated data on the previous treatment history for bacteriologically confirmed patients tested for rifampicin during the reporting period.,1,17243,2543,2537,,,,,1,,2537,0,,"Numerator Data not disaggregated in national data collection tool
",927,13375,0,,,,,6124,46445,0,,,,,1,,,2022-08-26,0,,,,,,,,,1,,,,,,
San Marino,SM,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,,,,,,,,,,,,,,,,
Senegal,SN,2021,10363,762,1571,674,0,0,532,,12696,13370,1206,13902,10363,674,0,0,1,221,42,,,178,,,,2068,2545,1750,1142,774,484,8763,0,53,,,182,,,,1333,988,693,508,376,254,4152,0,455,60,5211,,,0,,79,2,0,72,2,,1,33,1,11,1,22,72,0,,3191,674,25,54,,,19,45,13,32,18,44,13,32,69,2,2,0,0,0,0,0,0,0,0,0,"6 LPA NON FAIT CHEZ LES 25 NV CAS

                        8 LPA NON FAIT CHEZ LES 54 CAS DE RETRAITEMENTS
                      
                        1 AVEC RESULTAT RIFAMPICINE SEULE

                         PAS DE TESTS EFFECTUES SUR LA LINEZOLIDE ET LA BEDAQUILINE
",0,13354,531,494,,,,,0,,494,0,,,266,5297,0,,,731,5297,2410,31629,0,,,,,0,Record removed by UNAIDS,,2022-08-26,0,,,,,,,,,0,,,,,,
Somalia,SO,2021,8363,4217,4782,48,8,4,82,,17362,17422,142,17504,8363,130,0,0,,221,844,,,964,,,,1990,1809,1352,1127,905,831,8014,0,779,,,953,,,,1342,1318,1107,901,634,566,5868,0,3540,60,5273,,,1,,319,7,0,319,20,7,1,299,1,156,1,136,299,0,,5222,51,305,21,21,21,305,21,305,21,304,21,304,21,326,7,0,0,0,0,0,0,0,7,0,0,Testing for linezolid resistance is not yet available in Somalia,0,15221,139,84,,,,,1,HIV testing is for all forms of TB including previously treated cases,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,,,
Suriname,SR,2021,69,8,7,3,1,0,5,,84,88,9,93,69,8,0,4,1,220,3,0,0,,,3,5,,8,13,14,16,5,64,0,3,0,0,,,1,3,,4,1,3,4,2,18,0,6,60,83,,,1,,10,0,0,1,0,0,1,1,1,1,0,,1,1,,67,7,9,1,,,59,6,59,6,9,1,9,1,9,0,,,,,,,,,,1,No information available for Bedaquiline en Linezolid testing in 2021,1,83,16,12,1,4,0,0,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,,,
South Sudan,SS,2021,8191,5443,3173,394,126,141,1049,,16807,17468,1710,18517,8147,799,44,0,1,221,695,,,895,,,,1834,2992,2114,1300,708,608,9556,,558,,,981,,,,929,1177,1050,740,486,357,4739,,3129,0,,,,1,,0,138,0,127,1,0,1,127,1,5,1,122,127,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,16041,2090,2005,,,,,0,,,1,,,1456,14873,0,,,,,3863,47440,0,,,,,1,,,2022-08-26,0,,,,,,,,,1,,,,,,
Sao Tome and Principe,ST,2021,42,12,25,3,0,0,0,,79,82,3,82,42,3,0,2,1,221,0,,,1,,,,5,9,11,12,9,0,46,0,0,,,0,,,,5,7,6,7,4,6,35,0,1,60,49,,,1,,7,0,0,6,0,0,0,,1,4,1,2,6,1,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,80,12,12,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,,,
El Salvador,SV,2021,1188,223,323,200,0,2,18,,1734,1936,220,1954,1188,218,0,3,1,221,18,,,42,,,,182,489,245,117,127,133,1293,0,19,,,36,,,,77,77,85,93,85,111,528,0,115,60,728,,,0,,42,1,2,42,0,1,1,14,1,29,1,13,43,0,,316,42,17,23,,,1,0,1,0,0,0,0,0,2,1,,,,,,,,,,1,2.38-2.42: No se realizaron este tipo de pruebas para el año 2021.,1,1898,126,126,0,,,,0,,126,0,,,,,0,Record removed by UNAIDS,,530,884,,,0,,,,,0,Record removed by UNAIDS,,2022-08-26,0,,,,,,,,,0,,,,,,
Sint Maarten (Dutch part),SX,2021,1,,,,,,0,,1,1,0,1,1,,,0,1,220,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,0,,,,1,T,0,0,0,0,0,0,0,,3,,3,,0,1,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,,,,1,The one reported case was in 2021 not HIV diagnosed. The numbers goes above 2.44 authomatically?,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,,,
Syrian Arab Republic,SY,2021,1471,374,1359,42,7,37,53,,3204,3290,139,3343,1471,63,0,14,1,220,19,37,38,,,123,317,,623,490,276,178,108,2115,,27,21,55,,,145,148,,231,172,134,95,83,1008,,197,60,2909,,,1,,16,1,1,16,0,1,1,16,1,17,0,,17,1,,705,63,17,6,,,66,,54,,13,,10,,0,0,0,0,0,0,0,0,0,0,0,1,,1,871,3,3,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,,,
Eswatini,SZ,2021,958,463,377,61,49,26,115,,1798,1934,251,2049,953,72,5,0,1,220,33,10,7,,,31,66,,247,328,183,145,85,1085,0,24,11,6,,,31,94,,243,181,108,51,50,758,0,91,60,1763,,,1,,64,2,20,64,5,2,1,69,1,2,1,69,71,0,,953,72,40,26,,,69,53,33,31,40,26,8,7,2,2,,1,,1,,,,,,1,,0,1896,1201,1149,1,89,19,18,0,,,1,,,305,7286,0,,,3558,7286,22518,199947,0,,,,,1,,,2022-08-26,0,,,,,,,,,1,,,,,,
Turks and Caicos Islands,TC,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,There were no cases in 2020 to 2021,,,,,
Chad,TD,2021,7442,3981,1516,526,162,16,448,,12939,13643,1152,14091,7424,763,18,0,1,221,181,,,294,,,,1251,2389,2240,1403,886,608,8777,0,136,,,269,,,,753,1166,890,561,368,248,3986,0,880,0,,,,0,,143,0,0,128,1,0,1,128,0,,1,128,128,0,,7424,763,115,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,11100,1555,1543,,,,,0,,1543,0,,,1210,10191,0,,,,,,,0,Record removed by UNAIDS,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Togo,TG,2021,1953,89,271,122,1,1,72,,2313,2437,196,2509,1953,194,0,0,,221,4,,,36,,,,192,320,413,335,195,115,1570,0,3,,,41,,,,184,203,147,107,67,75,783,0,84,60,1934,,,0,,19,3,0,12,1,3,1,4,0,,1,4,12,0,,1805,194,12,7,,,63,70,5,6,12,7,5,4,19,3,,,,,,,,,,1,,0,2488,332,328,,,,,0,"Les patients TB dont on connait la sérologie VIH est en rapport avec les patients toutes formes
Le Nombre de patients séropositifs  au VIH sous traitement antirétroviral (TAR) a été de 328 sur un total de coinfecté de 332. Ce chiffre ne saurait être 5240 car même les patientes TB toutes formes confondues en 2021 ont été de 2490. ",,0,Record removed by UNAIDS,,,,1,,,,,,,1,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Thailand,TH,2021,38789,17399,10263,3279,1286,472,1363,,66451,71488,6400,72851,38240,4120,549,3244,1,220,152,66,111,,,697,1914,,5946,8140,10110,9570,11904,48281,0,105,58,173,,,650,1410,,3210,3306,3690,3851,6425,22542,0,665,60,37097,,,0,"2.9 Please show
     % women (aged ≥15 years) = 22542*100/71488            = 31.5%
     % men (aged ≥15 years) = 48281*100/71488                = 67.5%
     % children aged 0-14 years = 100 - 31.5 - 67.5               = 1%",795,49,0,794,4,44,1,620,1,65,1,555,496,0,,29104,3696,510,284,,,16763,1919,1372,255,309,183,227,131,305,17,0,0,0,0,17,0,0,0,0,0,,1,60134,5313,4795,1,379,21,20,0,,4625,0,,"1. Total number of active TB cases (70125) of those who have HIV screening test were 58995 (Male : 40695 , Female : 18300) and positive were  5308 cases.(Male : 3759 , Female : 1549)
2. All of HIV positive 5308 cases were received ART 4625 cases.
",,,1,,"number of people who have active TB disease during the reporting period of those newly enrolled in HIV care : 5308 cased (data from National Tuberculosis Information Program)
",,,,,1,,"Total number of people who are on antiretroviral therapy and eligible for TPT (INH prophylaxis) who start IPT and = 201 cases.
",,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Tajikistan,TJ,2021,1862,640,1285,227,63,81,141,14,3787,4158,512,4299,1862,328,0,11,,221,30,,,95,,,,508,537,295,276,243,187,2046,0,23,,,83,,,,396,463,266,230,283,243,1881,0,231,60,3544,,,0,,477,129,68,354,23,111,1,401,1,317,1,102,88,0,,1862,305,501,105,227,74,1584,265,435,98,280,71,267,68,551,129,4,6,0,9,82,0,0,2,26,1,,1,4103,118,118,,,,,0,"2.46: Число пачиентов с ТБ/ВИЧ ко-инфекцией находящийся на АРТ терапии в in 2021 [118] обычно должна совпадать с количеством случаев зарегистрированных программой по борьбе с ВИЧ/СПИД [125] и согласовать использование этих данных - 125 случаев всего ТБ/ВИЧ, из них новые и рецидивы -118",125,0,,,78,935,0,,,857,935,1032,8740,0,,,1461,1502,0,,,2022-08-26,0,,,,,,,,,0,,,,146,1,"По пунктам:
VR.1 Общее число смертей, зарегистрированных системой записи актов гражданского состояния вашей страны, включая коды в R00-R99
VR.2 Число смертей, зарегистрированных системой записи актов гражданского состояния вашей страны, с кодами в R00-R99
Данные нам не доступны.  "
Tokelau,TK,2021,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,1,222,,,,,0,,,0,0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0,5,,,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,,,,,,,,,,,,,,,,
Timor-Leste,TL,2021,1518,1054,506,45,67,3,75,,3078,3193,190,3268,1518,50,0,0,1,221,31,,,59,,,,318,299,209,247,263,360,1696,0,24,,,67,,,,303,281,157,166,188,221,1316,0,181,60,1026,,,0,,20,0,19,0,0,0,1,19,1,0,1,19,19,0,,20,0,20,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2972,31,31,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Turkmenistan,TM,2021,541,526,397,203,194,17,544,450,1464,1878,958,2422,541,295,0,0,1,222,,,,,13,,,116,241,240,259,168,82,1106,0,,,,,11,,,130,179,148,98,97,96,748,0,24,60,889,,,0,,521,287,0,521,1,287,1,808,1,100,1,107,808,0,,541,295,251,165,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,474,474,176,0,
Tunisia,TN,2021,771,131,1698,22,2,13,10,,2600,2637,47,2647,770,32,1,,1,221,7,,,54,,,,183,229,235,202,171,169,1189,5,10,,,85,,,,219,245,235,204,188,188,1279,8,156,60,1957,,,1,,18,2,0,10,0,0,0,,1,0,1,0,0,1,"*Tous les patients TB-MR de 2021 ont commencés un schéma thérapeutique avec drogue injectable soit long ou court par manque de drogue du traitement complètement oral
*En 2021 les patients TB-MR  mis sous traitement sont au nombre de 10 et 4 patients sont mis sous traitement en 2022 et les 4 autres sont perdus de vu.",370,30,5,11,,,370,30,12,9,5,11,5,9,16,2,,,,,,,,,,1,En 2021 le laboratoire national de référence ne dispose pas de tests de pharmacosensibilité phénotypique pour la bédaquiline et le programme national de tuberculose ne dispose pas de bédaquiline ,1,1254,16,16,,,,,0,,16,0,,,16,270,0,,,5,270,46,1532,0,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Tonga,TO,2021,7,0,0,0,0,0,0,,7,7,0,7,7,0,0,1,0,222,,,,,0,,,1,0,1,0,0,2,4,0,,,,,0,,,1,0,1,0,1,0,3,0,0,0,,,,0,"Data Source: TB Registry 2021 - MOH

                 0-14   15-19  20-24  35-39   40-44   45+  Total
          Male     0     0       1     1        0      2    4
         Female    0     1       0     0        1      1    3
         All PTB lab confirmed   ",0,0,0,0,0,0,0,,0,,0,,0,0,NO MDR-TB diagnosed during the reporting period.,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,7,1,1,,,,,0,1 TB/HIV co-infection case diagnosed during the reporting period have completed DOTS and is currently on ART and cared for by the Treatment Core Team from the Ministry.,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Türkiye,TR,2021,4166,1187,3238,255,74,127,109,29,8591,9047,565,9156,4166,312,0,1436,1,220,80,46,60,,,278,531,,738,690,777,951,988,4953,0,57,39,105,,,313,394,,683,568,484,489,776,3707,0,387,60,318,,,0,,119,10,19,101,6,5,1,1,1,35,0,,,1,,3654,248,95,25,,,3652,248,404,54,94,25,78,24,101,10,0,0,0,0,6,3,0,0,1,0,,1,7249,85,64,,,,,0,"National HIV surveillance program data reflects the detected HIV/TB cases at the time of first HIV diagnosis. National HIV surveillance does not include follow up information, it means that there is no data for the patients who have been diagnosed with HIV before 2021 and have been diagnosed with TB in 2021. Therefore national HIV surveillance data is less than the number we have given in 2.46. Our data presented here shows all cases of TB/HIV co-infection in 2021 TB patient cohort.",,0,Record removed by UNAIDS,,,,1,,,,,,,1,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,1,Routinely the vital registration system (The Turkish Statistical Institute's)releases it's data in June every year. The institute postponed the announcement this year.
Trinidad and Tobago,TT,2021,96,48,15,8,3,1,9,,159,171,21,180,96,17,0,4,1,220,1,0,1,,,5,7,,19,29,27,21,17,125,0,0,1,3,,,1,7,,14,2,6,5,5,40,0,6,60,,,,0,   Compilation of data and review was also completed by Dr. Sateesh Sakhamuri ,,,2,,0,,0,,1,2,0,,2,1,,57,10,0,0,,,,,,,,,,,,,,,,,,,,,,1,,1,161,17,12,1,6,0,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,,,
Tuvalu,TV,2021,19,3,1,1,0,0,0,,23,24,1,24,19,1,0,0,1,221,0,,,0,,,,0,2,3,3,2,4,14,0,1,,,0,,,,4,3,0,0,0,0,7,0,1,61,,22,22,0,,1,1,0,1,0,0,0,,1,1,0,,1,0,,19,1,1,1,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
