variable.name,display.section,definition,code.list,lag,source,validity.years,notes,calculation,display.via.web
e_mort_exc_tbhiv_100k_hi,Estimates,"Estimated mortality of TB cases (all forms, excluding HIV), per 100 000 population, high bound",,0,WHO STB TME,,,,1
e_mort_exc_tbhiv_100k_lo,Estimates,"Estimated mortality of TB cases (all forms, excluding HIV), per 100 000 population, low bound",,0,WHO STB TME,,,,1
e_mort_exc_tbhiv_num,Estimates,"Estimated number of deaths from TB (all forms, excluding HIV)",,0,WHO STB TME,,,e_mort_exc_tbhiv_100k * e_pop_num / 100000,1
e_mort_exc_tbhiv_num_hi,Estimates,"Estimated number of deaths from TB (all forms, excluding HIV), high bound",,0,WHO STB TME,,,e_mort_exc_tbhiv_100k_hi * e_pop_num / 100000,1
e_mort_exc_tbhiv_num_lo,Estimates,"Estimated number of deaths from TB (all forms, excluding HIV), low bound",,0,WHO STB TME,,,e_mort_exc_tbhiv_100k_lo * e_pop_num / 100000,1
e_mort_nh_f_num,Estimates,Estimated number of TB deaths (excluding TBHIV) that are female,,0,WHO STB TME,,,,0
e_mort_nh_f_num_hi,Estimates,Estimated number of TB deaths (excluding TBHIV) that are female (upper bound),,0,WHO STB TME,,,,0
e_mort_nh_f_num_lo,Estimates,Estimated number of TB deaths (excluding TBHIV) that are female (lower bound),,0,WHO STB TME,,,,0
e_mort_nh_f04_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 0 - 4",,0,WHO STB TME,,,,0
e_mort_nh_f04_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 0 - 4 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_f04_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 0 - 4 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_f1524_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 15 - 24",,0,WHO STB TME,,,,0
e_mort_nh_f1524_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 15 - 24 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_f1524_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 15 - 24 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_f2534_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 25 - 34",,0,WHO STB TME,,,,0
e_mort_nh_f2534_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 25 - 34 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_f2534_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 25 - 34 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_f3544_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 35 - 44",,0,WHO STB TME,,,,0
e_mort_nh_f3544_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 35 - 44 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_f3544_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 35 - 44 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_f4554_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 45 - 54",,0,WHO STB TME,,,,0
e_mort_nh_f4554_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 45 - 54 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_f4554_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 45 - 54 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_f514_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 5 - 14",,0,WHO STB TME,,,,0
e_mort_nh_f514_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 5 - 14 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_f514_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 5 - 14 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_f5564_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 55 - 64",,0,WHO STB TME,,,,0
e_mort_nh_f5564_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 55 - 64 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_f5564_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 55 - 64 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_f65_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 65+",,0,WHO STB TME,,,,0
e_mort_nh_f65_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 65+ (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_f65_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are female, age 65+ (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_m_num,Estimates,Estimated number of TB deaths (excluding TBHIV) that are male,,0,WHO STB TME,,,,0
e_mort_nh_m_num_hi,Estimates,Estimated number of TB deaths (excluding TBHIV) that are male (upper bound),,0,WHO STB TME,,,,0
e_mort_nh_m_num_lo,Estimates,Estimated number of TB deaths (excluding TBHIV) that are male (lower bound),,0,WHO STB TME,,,,0
e_mort_nh_m04_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 0 - 4",,0,WHO STB TME,,,,0
e_mort_nh_m04_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 0 - 4 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_m04_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 0 - 4 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_m1524_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 15 - 24",,0,WHO STB TME,,,,0
e_mort_nh_m1524_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 15 - 24 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_m1524_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 15 - 24 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_m2534_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 25 - 34",,0,WHO STB TME,,,,0
e_mort_nh_m2534_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 25 - 34 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_m2534_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 25 - 34 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_m3544_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 35 - 44",,0,WHO STB TME,,,,0
e_mort_nh_m3544_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 35 - 44 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_m3544_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 35 - 44 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_m4554_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 45 - 54",,0,WHO STB TME,,,,0
e_mort_nh_m4554_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 45 - 54 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_m4554_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 45 - 54 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_m514_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 5 - 14",,0,WHO STB TME,,,,0
e_mort_nh_m514_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 5 - 14 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_m514_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 5 - 14 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_m5564_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 55 - 64",,0,WHO STB TME,,,,0
e_mort_nh_m5564_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 55 - 64 (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_m5564_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 55 - 64 (lower bound)",,0,WHO STB TME,,,,0
e_mort_nh_m65_num,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 65+",,0,WHO STB TME,,,,0
e_mort_nh_m65_num_hi,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 65+ (upper bound)",,0,WHO STB TME,,,,0
e_mort_nh_m65_num_lo,Estimates,"Estimated number of TB deaths (excluding TBHIV) that are male, age 65+ (lower bound)",,0,WHO STB TME,,,,0
e_mort_num,Estimates,Estimated number of deaths from TB (all forms),,0,WHO STB TME,,,,1
e_mort_num_hi,Estimates,"Estimated number of deaths from TB (all forms), high bound",,0,WHO STB TME,,,,1
e_mort_num_lo,Estimates,"Estimated number of deaths from TB (all forms), low bound",,0,WHO STB TME,,,,1
e_mort_tbhiv_100k,Estimates,"Estimated mortality of TB cases who are HIV-positive, per 100 000 population",,0,WHO STB TME,,,,1
e_mort_tbhiv_100k_hi,Estimates,"Estimated mortality of TB cases who are HIV-positive, per 100 000 population, high bound",,0,WHO STB TME,,,,1
e_mort_tbhiv_100k_lo,Estimates,"Estimated mortality of TB cases who are HIV-positive, per 100 000 population, low bound",,0,WHO STB TME,,,,1
e_mort_tbhiv_num,Estimates,Estimated number of deaths from TB in people who are HIV-positive,,0,WHO STB TME,,,e_mort_tbhiv_100k * e_pop_num / 100000,1
e_mort_tbhiv_num_hi,Estimates,"Estimated number of deaths from TB in people who are HIV-positive, high bound",,0,WHO STB TME,,,e_mort_tbhiv_100k_hi * e_pop_num / 100000,1
e_mort_tbhiv_num_lo,Estimates,"Estimated number of deaths from TB in people who are HIV-positive, low bound",,0,WHO STB TME,,,e_mort_tbhiv_100k_lo * e_pop_num / 100000,1
e_new_mdr_num,Estimates,Estimated number of MDR-TB cases among notified new pulmonary TB cases,,0,WHO STB TME,,,e_new_mdr_prop * (c_new - new_ep),0
e_new_mdr_num_hi,Estimates,Estimated number of MDR-TB cases among notified new pulmonary TB cases: high bound,,0,WHO STB TME,,,e_new_mdr_prop_hi * (c_new - new_ep),0
e_new_mdr_num_lo,Estimates,Estimated number of MDR-TB cases among notified new pulmonary TB cases: low bound,,0,WHO STB TME,,,e_new_mdr_prop_lo * (c_new - new_ep),0
e_new_mdr_pcnt,Estimates,Estimated percentage of new TB cases with MDR-TB,,0,WHO STB TME,,,,0
e_new_mdr_pcnt_hi,Estimates,Estimated percentage of new TB cases with MDR-TB: high bound,,0,WHO STB TME,,,,0
e_new_mdr_pcnt_lo,Estimates,Estimated percentage of new TB cases with MDR-TB: low bound,,0,WHO STB TME,,,,0
e_new_mdr_prop,Estimates,Estimated proportion of new TB cases with MDR-TB,,0,WHO STB TME,,,,0
e_new_mdr_prop_hi,Estimates,Estimated proportion of new TB cases with MDR-TB: high bound,,0,WHO STB TME,,,,0
e_new_mdr_prop_lo,Estimates,Estimated proportion of new TB cases with MDR-TB: low bound,,0,WHO STB TME,,,,0
e_newret_num,Estimates,"Estimated new and retreatment cases, number",,0,WHO STB TME,,,,0
e_pop_f014,Estimates,"Estimated population, female, 0-14",,0,UN population division,,,,0
e_pop_f04,Estimates,"Estimated population, female, 0-4",,0,UN population division,,,,0
e_pop_f1524,Estimates,"Estimated population, female, 15-24",,0,UN population division,,,,0
e_pop_f2534,Estimates,"Estimated population, female, 25-34",,0,UN population division,,,,0
e_pop_f3544,Estimates,"Estimated population, female, 35-44",,0,UN population division,,,,0
e_pop_f4554,Estimates,"Estimated population, female, 45-54",,0,UN population division,,,,0
e_pop_f514,Estimates,"Estimated population, female, 5-14",,0,UN population division,,,,0
e_pop_f5564,Estimates,"Estimated population, female, 55-64",,0,UN population division,,,,0
e_pop_f65,Estimates,"Estimated population, female, 65+",,0,UN population division,,,,0
e_pop_m014,Estimates,"Estimated population, male, 0-14",,0,UN population division,,,,0
e_pop_m04,Estimates,"Estimated population, male, 0-4",,0,UN population division,,,,0
e_pop_m1524,Estimates,"Estimated population, male, 15-24",,0,UN population division,,,,0
e_pop_m2534,Estimates,"Estimated population, male, 25-34",,0,UN population division,,,,0
e_pop_m3544,Estimates,"Estimated population, male, 35-44",,0,UN population division,,,,0
e_pop_m4554,Estimates,"Estimated population, male, 45-54",,0,UN population division,,,,0
e_pop_m514,Estimates,"Estimated population, male, 5-14",,0,UN population division,,,,0
e_pop_m5564,Estimates,"Estimated population, male, 55-64",,0,UN population division,,,,0
e_pop_m65,Estimates,"Estimated population, male, 65+",,0,UN population division,,,,0
e_pop_num,Estimates,Estimated total population number,,0,UN population division,,,,1
e_prev_100k,Estimates,Estimated prevalence of TB (all forms) per 100 000 population,,0,WHO STB TME,,,,0
e_prev_100k_hi,Estimates,"Estimated prevalence of TB (all forms) per 100 000 population, high bound",,0,WHO STB TME,,,,0
e_prev_100k_lo,Estimates,"Estimated prevalence of TB (all forms) per 100 000 population, low bound",,0,WHO STB TME,,,,0
e_prev_num,Estimates,Estimated prevalence of TB (all forms),,0,WHO STB TME,,,e_prev_100k * e_pop_num / 100000,0
e_prev_num_hi,Estimates,"Estimated prevalence of TB (all forms), high bound",,0,WHO STB TME,,,e_prev_100k_hi * e_pop_num / 100000,0
e_prev_num_lo,Estimates,"Estimated prevalence of TB (all forms), low bound",,0,WHO STB TME,,,e_prev_100k_lo * e_pop_num / 100000,0
e_prevtx_eligible,Latent TB infection estimates,Estimated number of children aged under 5 who are household contacts of TB cases who are eligible for TB preventive therapy,,,WHO GTB,2015 -,,,1
e_prevtx_eligible_hi,Latent TB infection estimates,Estimated number of children aged under 5 who are household contacts of TB cases who are eligible for TB preventive therapy: high bound,,,WHO GTB,2015 -,,,1
e_prevtx_eligible_lo,Latent TB infection estimates,Estimated number of children aged under 5 who are household contacts of TB cases who are eligible for TB preventive therapy: low bound,,,WHO GTB,2015 -,,,1
e_ret_mdr_num,Estimates,Estimated number of MDR-TB cases among notified previously treated pulmonary TB cases,,0,WHO STB TME,,,e_ret_mdr_prop * c_ret (apart from the UK),0
e_ret_mdr_num_hi,Estimates,Estimated number of MDR-TB cases among notified previously treated pulmonary TB cases: high bound,,0,WHO STB TME,,,e_ret_mdr_prop_hi * c_ret (apart from the UK),0
e_ret_mdr_num_lo,Estimates,Estimated number of MDR-TB cases among notified previously treated pulmonary TB cases: low bound,,0,WHO STB TME,,,e_ret_mdr_prop_lo * c_ret (apart from the UK),0
e_ret_mdr_pcnt,Estimates,Estimated percentage of previously treated TB cases with MDR-TB,,0,WHO STB TME,,,,0
e_ret_mdr_pcnt_hi,Estimates,Estimated percentage of previously treated TB cases with MDR-TB: high bound,,0,WHO STB TME,,,,0
e_ret_mdr_pcnt_lo,Estimates,Estimated percentage of previously treated TB cases with MDR-TB: low bound,,0,WHO STB TME,,,,0
e_ret_mdr_prop,Estimates,Estimated proportion of previously treated TB cases with MDR-TB,,0,WHO STB TME,,,,0
