country,iso3,g.whoregion,row.rank.new,year.new,source.new,all.areas.covered.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi,dr.h.nr.new,dr.h.nr.new.pcnt,dr.h.nr.new.pcnt.lo,dr.h.nr.new.pcnt.hi
Poland,POL,EUR,14,2001,Surveillance,1,A,3037,35,,,,9,,,,,,,,,,,,,,,,,,,,,,90,,,
Poland,POL,EUR,15,1997,Surveillance,1,A,2976,18,,,,2,,,,,,,,,,,,,,,,,,,,,,61,,,
Puerto Rico,PRI,AMR,1,2021,Surveillance,1,A,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,,,,,
Puerto Rico,PRI,AMR,2,2020,Surveillance,1,N,22,2,,,,,,,,,,,,,22,2,,,,5,,,,2,,,,,,,
Puerto Rico,PRI,AMR,3,2019,Surveillance,1,N,30,3,,,,,,,,,,,,,30,3,,,,9,,,,3,,,,,,,
Puerto Rico,PRI,AMR,4,2018,Surveillance,1,A,17,0,,,,,,,,,,,,,17,0,,,,0,,,,0,,,,,,,
Puerto Rico,PRI,AMR,5,2016,Surveillance,1,A,39,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Puerto Rico,PRI,AMR,6,2014,Surveillance,1,A,38,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Puerto Rico,PRI,AMR,7,2013,Surveillance,1,A,41,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Puerto Rico,PRI,AMR,8,2012,Surveillance,1,A,52,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,4,,,
Puerto Rico,PRI,AMR,9,2011,Surveillance,1,A,44,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Puerto Rico,PRI,AMR,10,2010,Surveillance,1,A,69,0,,,,0,,,,,,,,,,,,,,,,,,,,,,7,,,
Puerto Rico,PRI,AMR,11,2009,Surveillance,1,A,54,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Puerto Rico,PRI,AMR,12,2008,Surveillance,1,A,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Puerto Rico,PRI,AMR,13,2007,Surveillance,1,A,85,2,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Puerto Rico,PRI,AMR,14,2006,Surveillance,1,A,97,1,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Democratic People's Republic of Korea,PRK,SEA,1001,2014,Survey,0,A,362,,1.9,0.8,3.9,,0.3,0,1.5,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,1,2012,Surveillance,1,A,1219,12,,,,0,,,,,,,,,,,,,,,,,,,,,,57,,,
Portugal,PRT,EUR,2,2011,Surveillance,1,A,1356,24,,,,3,,,,,,,,,,,,,,,,,,,,,,79,,,
Portugal,PRT,EUR,3,2010,Surveillance,1,A,1499,21,,,,1,,,,,,,,,,,,,,,,,,,,,,51,,,
Portugal,PRT,EUR,4,2009,Surveillance,1,A,1531,14,,,,1,,,,,,,,,,,,,,,,,,,,,,85,,,
Portugal,PRT,EUR,5,2008,Surveillance,1,A,1496,19,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,
Portugal,PRT,EUR,6,2007,pre-2010 TME data collection,1,A,1446,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,7,2006,pre-2010 TME data collection,1,A,1120,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,8,2005,Surveillance,1,A,1407,12,,,,2,,,,,,,,,,,,,,,,,,,,,,79,,,
Portugal,PRT,EUR,9,2004,pre-2010 TME data collection,1,A,1099,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,10,2003,Surveillance,1,A,1203,12,,,,2,,,,,,,,,,,,,,,,,,,,,,63,,,
Portugal,PRT,EUR,11,2002,Surveillance,1,A,1404,25,,,,4,,,,,,,,,,,,,,,,,,,,,,70,,,
Portugal,PRT,EUR,12,2001,Surveillance,1,A,999,17,,,,2,,,,,,,,,,,,,,,,,,,,,,43,,,
Portugal,PRT,EUR,13,2000,Surveillance,1,A,860,20,,,,3,,,,,,,,,,,,,,,,,,,,,,53,,,
Portugal,PRT,EUR,14,1995,Survey,1,A,815,,1.72,0.94,2.88,,0.12,0,0.68,,,,,,,,,,,,,,,,,,,,5.4,3.92,7.25
Paraguay,PRY,AMR,1,2021,Surveillance,1,A,1639,1,,,,,,,,,,,,,1639,9,,,,4,,,,9,,,,,,,
Paraguay,PRY,AMR,2,2008,Survey,1,A,319,,0.3,0,1.7,,0.6,0.1,2.2,,,,,,,,,,,,,,,,,,,,1.6,0.5,3.6
Paraguay,PRY,AMR,3,2001,Survey,1,A,235,,2.13,0.69,4.9,,1.28,0.26,3.69,,,,,,,,,,,,,,,,,,,,4.26,2.06,7.69
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,1,2020,Surveillance,1,N,13,0,,,,,,,,,,,,,13,0,,,,13,,,,0,,,,,,,
French Polynesia,PYF,WPR,1,2018,Surveillance,1,A,32,1,,,,,,,,,,,,,32,1,,,,1,,,,1,,,,,,,
French Polynesia,PYF,WPR,2,2017,Surveillance,1,A,30,1,,,,,,,,,,,,,30,1,,,,2,,,,1,,,,,,,
French Polynesia,PYF,WPR,3,2015,Surveillance,1,A,31,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
French Polynesia,PYF,WPR,4,2014,Surveillance,1,A,27,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
French Polynesia,PYF,WPR,5,2013,Surveillance,1,A,26,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,,0,,,
French Polynesia,PYF,WPR,6,2012,Surveillance,1,A,30,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
French Polynesia,PYF,WPR,7,2011,Surveillance,1,A,47,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
French Polynesia,PYF,WPR,8,2009,Surveillance,1,A,42,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Qatar,QAT,EMR,1,2021,Surveillance,1,N,411,5,,,,,,,,,,,,,411,5,,,,5,,,,5,,,,,,,
Qatar,QAT,EMR,2,2020,Surveillance,1,A,374,8,,,,,,,,,,,,,374,9,,,,31,,,,9,,,,,,,
Qatar,QAT,EMR,3,2018,Surveillance,1,A,335,3,,,,,,,,,,,,,335,3,,,,16,,,,3,,,,,,,
Qatar,QAT,EMR,4,2014,Surveillance,1,A,150,2,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Qatar,QAT,EMR,5,2010,Surveillance,1,A,324,4,,,,0,,,,,,,,,,,,,,,,,,,,,,15,,,
Qatar,QAT,EMR,6,2009,Surveillance,1,A,322,3,,,,0,,,,,,,,,,,,,,,,,,,,,,12,,,
Qatar,QAT,EMR,7,2001,Surveillance,1,A,284,1,,,,2,,,,,,,,,,,,,,,,,,,,,,18,,,
Qatar,QAT,EMR,8,2000,Surveillance,1,A,279,2,,,,1,,,,,,,,,,,,,,,,,,,,,,25,,,
Romania,ROU,EUR,1,2021,Surveillance,1,A,4090,80,,,,,,,,,,,,,4303,115,,,,186,,,,109,,,,,,,
Romania,ROU,EUR,2,2020,Surveillance,1,A,3593,65,,,,,,,,,,,,,3609,85,,,,162,,,,85,,,,,,,
Romania,ROU,EUR,3,2019,Surveillance,1,A,5764,113,,,,,,,,,,,,,5890,156,,,,303,,,,155,,,,,,,
Romania,ROU,EUR,4,2018,Surveillance,1,A,5942,117,,,,,,,,,,,,,6062,168,,,,313,,,,165,,,,,,,
Romania,ROU,EUR,5,2017,Surveillance,1,A,6048,97,,,,,,,,,,,,,6102,151,,,,248,,,,149,,,,,,,
Romania,ROU,EUR,6,2016,Surveillance,1,A,6074,124,,,,47,,,,,,,,,,,,,,,,,,,,,,198,,,
Romania,ROU,EUR,7,2015,Surveillance,1,A,6283,125,,,,32,,,,,,,,,,,,,,,,,,,,,,267,,,
Romania,ROU,EUR,8,2015,Survey,1,A,1494,,2.5,1.75,3.34,,0.5,0.17,0.91,,,,,,,,,,,,,,,,,,,,3.5,2.61,4.49
Romania,ROU,EUR,9,2004,Survey,1,A,849,,2.83,1.82,4.18,,2,1.17,1.83,,,,,,,,,,,,,,,,,,,,5.54,4.1,7.29
Romania,ROU,EUR,10,1995,Survey,1,A,1636,,2.75,2.01,3.68,,0.61,0.29,1.12,,,,,,,,,,,,,,,,,,,,4.65,3.66,5.81
Russian Federation,RUS,EUR,1,2021,Surveillance,1,A,21391,7162,,,,,,,,,,,,,21391,7707,,,,9574,,,,7707,,,,,,,
Russian Federation,RUS,EUR,2,2020,Surveillance,1,A,21099,7152,,,,,,,,,,,,,21099,7657,,,,9778,,,,7657,,,,,,,
Russian Federation,RUS,EUR,3,2019,Surveillance,1,A,26189,8585,,,,,,,,,,,,,26189,9246,,,,11556,,,,9246,,,,,,,
Russian Federation,RUS,EUR,4,2018,Surveillance,1,A,27960,8880,,,,,,,,,,,,,27960,9654,,,,11754,,,,9654,,,,,,,
Russian Federation,RUS,EUR,5,2017,Surveillance,1,A,29081,8206,,,,,,,,,,,,,29081,9312,,,,11275,,,,9312,,,,,,,
Russian Federation,RUS,EUR,6,2016,Surveillance,1,A,31039,8463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,AFR,1,2015,Survey,1,A,1033,,1.4,0.7,2.1,,0.1,0,0.5,,,,,,,,,,,,,,,,,,,,1,0.5,1.8
Rwanda,RWA,AFR,2,2014,Surveillance,1,A,1106,24,,,,1,,,,,,,,,,,,,,,,,,,,,,7,,,
Rwanda,RWA,AFR,3,2005,Survey,1,A,616,,3.9,2.5,5.8,,0,0,0.49,,,,,,,,,,,,,,,,,,,,2.27,1.24,3.81
Saudi Arabia,SAU,EMR,1,2010,Survey,1,A,1609,,1.8,1.4,2.4,,0.8,0.5,1.2,,,,,,,,,,,,,,,,,,,,5.7,4.9,6.7
Senegal,SEN,AFR,1,2014,Survey,1,A,818,,0.5,0,1,,0.4,0,0.9,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,AFR,2,2006,Survey,1,A,237,,2.11,0.69,4.85,,0,0,1.26,,,,,,,,,,,,,,,,,,,,2.11,0.69,4.85
Singapore,SGP,WPR,1,2021,Surveillance,1,A,1051,16,,,,,,,,,,,,,1051,17,,,,75,,,,17,,,,,,,
Singapore,SGP,WPR,2,2020,Surveillance,1,A,1066,9,,,,,,,,,,,,,1066,12,,,,72,,,,12,,,,,,,
Singapore,SGP,WPR,3,2019,Surveillance,1,A,1005,10,,,,,,,,,,,,,1032,14,,,,63,,,,12,,,,,,,
Singapore,SGP,WPR,4,2018,Surveillance,1,A,1104,11,,,,,,,,,,,,,1122,18,,,,59,,,,18,,,,,,,
Singapore,SGP,WPR,5,2017,Surveillance,1,A,1116,12,,,,,,,,,,,,,1117,17,,,,48,,,,17,,,,,,,
Singapore,SGP,WPR,6,2016,Surveillance,1,A,1179,14,,,,3,,,,21,0,,,,,,,,,,,,,,,,,47,,,
Singapore,SGP,WPR,7,2015,Surveillance,1,A,1040,9,,,,1,,,,21,1,,,,,,,,,,,,,,,,,48,,,
Singapore,SGP,WPR,8,2014,Surveillance,1,A,1012,11,,,,2,,,,16,1,,,,,,,,,,,,,,,,,37,,,
Singapore,SGP,WPR,9,2013,Surveillance,1,A,1057,10,,,,4,,,,13,0,,,,,,,,,,,,,,,,,45,,,
Singapore,SGP,WPR,10,2012,Surveillance,1,A,1178,19,,,,2,,,,0,0,,,,,,,,,,,,,,,,,58,,,
Singapore,SGP,WPR,11,2011,Surveillance,1,A,952,6,,,,3,,,,0,0,,,,,,,,,,,,,,,,,21,,,
Singapore,SGP,WPR,12,2010,Surveillance,1,A,923,2,,,,1,,,,,,,,,,,,,,,,,,,,,,19,,,
Singapore,SGP,WPR,13,2009,Surveillance,1,A,915,3,,,,1,,,,,,,,,,,,,,,,,,,,,,32,,,
Singapore,SGP,WPR,14,2008,Surveillance,1,A,919,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,
Singapore,SGP,WPR,15,2007,Surveillance,1,A,827,3,,,,2,,,,,,,,,,,,,,,,,,,,,,25,,,
Singapore,SGP,WPR,16,2006,Surveillance,1,A,861,3,,,,3,,,,,,,,,,,,,,,,,,,,,,26,,,
Singapore,SGP,WPR,17,2005,Surveillance,1,A,895,2,,,,3,,,,,,,,,,,,,,,,,,,,,,28,,,
Singapore,SGP,WPR,18,2004,Surveillance,1,A,838,2,,,,0,,,,,,,,,,,,,,,,,,,,,,13,,,
Singapore,SGP,WPR,19,2003,Surveillance,1,A,862,1,,,,3,,,,,,,,,,,,,,,,,,,,,,30,,,
Singapore,SGP,WPR,20,2002,Surveillance,1,A,785,2,,,,0,,,,,,,,,,,,,,,,,,,,,,11,,,
Singapore,SGP,WPR,21,2001,Surveillance,1,A,823,4,,,,1,,,,,,,,,,,,,,,,,,,,,,23,,,
Singapore,SGP,WPR,22,1996,Surveillance,1,A,980,3,,,,1,,,,,,,,,,,,,,,,,,,,,,30,,,
Sierra Leone,SLE,AFR,1,1997,Survey,1,A,117,,0.85,0.02,4.67,,0,0,2.53,,,,,,,,,,,,,,,,,,,,9.4,4.79,16.2
Sierra Leone,SLE,AFR,2,1996,Survey,1,A,463,,1.08,0.35,2.5,,0.22,0.01,1.2,,,,,,,,,,,,,,,,,,,,12.31,9.46,15.65
El Salvador,SLV,AMR,1,2001,Survey,1,A,611,,0.33,0.04,1.18,,0.82,0.27,1.91,,,,,,,,,,,,,,,,,,,,0.98,0.36,2.14
Somalia,SOM,EMR,1,2011,Survey,1,A,754,,5.2,2.7,7.7,,3.5,2.4,5,,,,,,,,,,,,,,,,,,,,6,4.5,7.9
Serbia,SRB,EUR,1,2013,Surveillance,1,A,705,6,,,,2,,,,0,0,,,,,,,,,,,,,,,,,8,,,
Serbia,SRB,EUR,2,2012,Surveillance,1,A,716,6,,,,0,,,,0,0,,,,,,,,,,,,,,,,,13,,,
Serbia,SRB,EUR,3,2011,Surveillance,1,A,863,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,14,,,
Serbia,SRB,EUR,4,2010,Surveillance,1,A,811,4,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,
Serbia,SRB,EUR,5,2008,Surveillance,1,A,923,6,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
Serbia,SRB,EUR,6,2007,pre-2010 TME data collection,1,A,1130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,7,2006,pre-2010 TME data collection,1,A,990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,8,2005,Surveillance,1,A,1112,4,,,,5,,,,,,,,,,,,,,,,,,,,,,5,,,
Suriname,SUR,AMR,1,2021,Surveillance,1,A,59,9,,,,,,,,,,,,,67,9,,,,59,,,,9,,,,,,,
Slovakia,SVK,EUR,1,2021,Surveillance,1,A,65,2,,,,,,,,,,,,,65,3,,,,5,,,,3,,,,,,,
Slovakia,SVK,EUR,2,2020,Surveillance,1,A,51,0,,,,,,,,,,,,,51,0,,,,0,,,,0,,,,,,,
Slovakia,SVK,EUR,3,2019,Surveillance,1,A,79,1,,,,,,,,,,,,,79,1,,,,2,,,,1,,,,,,,
Slovakia,SVK,EUR,4,2018,Surveillance,1,A,116,0,,,,,,,,,,,,,116,1,,,,0,,,,1,,,,,,,
Slovakia,SVK,EUR,5,2017,Surveillance,1,A,98,4,,,,,,,,,,,,,98,4,,,,8,,,,4,,,,,,,
Slovakia,SVK,EUR,6,2012,Surveillance,1,A,142,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Slovakia,SVK,EUR,7,2011,Surveillance,1,A,147,2,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
Slovakia,SVK,EUR,8,2010,Surveillance,1,A,185,0,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Slovakia,SVK,EUR,9,2009,Surveillance,1,A,191,0,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,
Slovakia,SVK,EUR,10,2007,pre-2010 TME data collection,1,A,343,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,11,2006,pre-2010 TME data collection,1,A,340,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,12,2005,Surveillance,1,A,248,4,,,,3,,,,,,,,,,,,,,,,,,,,,,9,,,
Slovakia,SVK,EUR,13,2004,Surveillance,1,A,292,1,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,,
Slovakia,SVK,EUR,14,2003,Surveillance,1,A,350,4,,,,1,,,,,,,,,,,,,,,,,,,,,,13,,,
Slovakia,SVK,EUR,15,2002,Surveillance,1,A,407,2,,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,
Slovakia,SVK,EUR,16,2001,Surveillance,1,A,464,1,,,,0,,,,,,,,,,,,,,,,,,,,,,11,,,
Slovakia,SVK,EUR,17,2000,Surveillance,1,A,465,5,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,
Slovakia,SVK,EUR,18,1999,Surveillance,1,A,456,3,,,,2,,,,,,,,,,,,,,,,,,,,,,5,,,
Slovakia,SVK,EUR,19,1998,Surveillance,1,A,589,2,,,,0,,,,,,,,,,,,,,,,,,,,,,10,,,
Slovenia,SVN,EUR,1,2021,Surveillance,1,A,58,1,,,,,,,,,,,,,58,1,,,,4,,,,1,,,,,,,
Slovenia,SVN,EUR,2,2020,Surveillance,1,A,57,0,,,,,,,,,,,,,57,1,,,,1,,,,1,,,,,,,
Slovenia,SVN,EUR,3,2019,Surveillance,1,A,78,0,,,,,,,,,,,,,78,0,,,,1,,,,0,,,,,,,
Slovenia,SVN,EUR,4,2018,Surveillance,1,A,70,0,,,,,,,,,,,,,70,0,,,,0,,,,0,,,,,,,
Slovenia,SVN,EUR,5,2016,Surveillance,1,A,93,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovenia,SVN,EUR,6,2015,Surveillance,1,A,88,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Slovenia,SVN,EUR,7,2014,Surveillance,1,A,89,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Slovenia,SVN,EUR,8,2013,Surveillance,1,A,100,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Slovenia,SVN,EUR,9,2012,Surveillance,1,A,114,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Slovenia,SVN,EUR,10,2011,Surveillance,1,A,171,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Slovenia,SVN,EUR,11,2010,Surveillance,1,A,146,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Slovenia,SVN,EUR,12,2009,Surveillance,1,A,167,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Slovenia,SVN,EUR,13,2008,Surveillance,1,A,182,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovenia,SVN,EUR,14,2007,pre-2010 TME data collection,1,A,174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,15,2006,pre-2010 TME data collection,1,A,176,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,16,2005,Surveillance,1,A,217,0,,,,0,,,,,,,,,,,,,,,,,,,,,,7,,,
Slovenia,SVN,EUR,17,2004,Surveillance,1,A,202,0,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Slovenia,SVN,EUR,18,2003,Surveillance,1,A,226,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Slovenia,SVN,EUR,19,2002,Surveillance,1,A,262,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Slovenia,SVN,EUR,20,2001,Surveillance,1,A,281,3,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,
Slovenia,SVN,EUR,21,2000,Surveillance,1,A,282,0,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Slovenia,SVN,EUR,22,1999,Surveillance,1,A,304,0,,,,0,,,,,,,,,,,,,,,,,,,,,,7,,,
Slovenia,SVN,EUR,23,1997,Surveillance,1,A,290,2,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Sweden,SWE,EUR,1,2021,Surveillance,1,A,173,3,,,,,,,,,,,,,173,4,,,,15,,,,4,,,,,,,
Sweden,SWE,EUR,2,2020,Surveillance,1,A,169,4,,,,,,,,,,,,,169,4,,,,15,,,,4,,,,,,,
Sweden,SWE,EUR,3,2019,Surveillance,1,N,234,4,,,,,,,,,,,,,234,5,,,,21,,,,5,,,,,,,
Sweden,SWE,EUR,4,2018,Surveillance,1,A,278,5,,,,,,,,,,,,,279,6,,,,41,,,,5,,,,,,,
Sweden,SWE,EUR,5,2017,Surveillance,1,A,252,8,,,,,,,,,,,,,252,8,,,,28,,,,8,,,,,,,
Sweden,SWE,EUR,6,2015,Surveillance,1,A,428,14,,,,3,,,,,,,,,,,,,,,,,,,,,,40,,,
Sweden,SWE,EUR,7,2014,Surveillance,1,A,300,9,,,,1,,,,,,,,,,,,,,,,,,,,,,20,,,
Sweden,SWE,EUR,8,2013,Surveillance,1,A,276,5,,,,1,,,,,,,,,,,,,,,,,,,,,,20,,,
Sweden,SWE,EUR,9,2012,Surveillance,1,A,453,11,,,,1,,,,,,,,,,,,,,,,,,,,,,30,,,
Sweden,SWE,EUR,10,2011,Surveillance,1,A,375,9,,,,2,,,,,,,,,,,,,,,,,,,,,,38,,,
Sweden,SWE,EUR,11,2010,Surveillance,1,A,439,11,,,,2,,,,,,,,,,,,,,,,,,,,,,29,,,
Sweden,SWE,EUR,12,2009,Surveillance,1,A,425,8,,,,0,,,,,,,,,,,,,,,,,,,,,,32,,,
Sweden,SWE,EUR,13,2008,Surveillance,1,A,349,7,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,
Sweden,SWE,EUR,14,2007,pre-2010 TME data collection,1,A,346,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,15,2006,pre-2010 TME data collection,1,A,377,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,16,2005,Surveillance,1,A,425,2,,,,1,,,,,,,,,,,,,,,,,,,,,,40,,,
Sweden,SWE,EUR,17,2004,Surveillance,1,A,347,5,,,,1,,,,,,,,,,,,,,,,,,,,,,25,,,
Sweden,SWE,EUR,18,2003,Surveillance,1,A,322,6,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,
Sweden,SWE,EUR,19,2002,Surveillance,1,A,319,4,,,,0,,,,,,,,,,,,,,,,,,,,,,23,,,
Sweden,SWE,EUR,20,2001,Surveillance,1,A,338,2,,,,1,,,,,,,,,,,,,,,,,,,,,,25,,,
Sweden,SWE,EUR,21,2000,Surveillance,1,A,322,4,,,,0,,,,,,,,,,,,,,,,,,,,,,31,,,
Sweden,SWE,EUR,22,1999,Surveillance,1,A,377,3,,,,2,,,,,,,,,,,,,,,,,,,,,,32,,,
Sweden,SWE,EUR,23,1997,Surveillance,1,A,356,2,,,,0,,,,,,,,,,,,,,,,,,,,,,18,,,
Eswatini,SWZ,AFR,1,2018,Survey,1,A,635,,6.5,4.7,8.7,,,,,,,,,,1195,,8.6,6.7,10.8,,11.2,8.8,13.9,,7.9,5.9,10.2,,,,
Eswatini,SWZ,AFR,2,2017,Surveillance,1,A,1860,32,,,,,,,,,,,,,1860,114,,,,32,,,,85,,,,,,,
Eswatini,SWZ,AFR,3,2009,Survey,1,A,352,,7.7,4.9,10.5,,0.3,0,8.4,,,,,,,,,,,,,,,,,,,,5.7,3.3,8.1
Eswatini,SWZ,AFR,4,1995,Survey,1,A,334,,0.9,0.19,2.6,,0,0,0.89,,,,,,,,,,,,,,,,,,,,8.08,5.39,11.54
Seychelles,SYC,AFR,1,2021,Surveillance,1,N,9,0,,,,,,,,,,,,,9,0,,,,9,,,,0,,,,,,,
Seychelles,SYC,AFR,2,2020,Surveillance,1,N,7,0,,,,,,,,,,,,,7,0,,,,7,,,,0,,,,,,,
Seychelles,SYC,AFR,3,2015,Surveillance,1,A,6,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Seychelles,SYC,AFR,4,2014,Surveillance,1,A,7,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Seychelles,SYC,AFR,5,2012,Surveillance,1,A,14,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Syrian Arab Republic,SYR,EMR,1,2003,Survey,1,A,338,,6.21,3.89,9.34,,1.78,0.65,3.82,,,,,,,,,,,,,,,,,,,,5.03,2.96,7.93
Togo,TGO,AFR,1,2020,Surveillance,1,A,1613,1,,,,,,,,,,,,,1613,13,,,,1,,,,13,,,,,,,
Togo,TGO,AFR,2,2018,Survey,1,A,21,,1.4,0.7,2.4,,,,,,,,,,805,,1.5,0.8,2.6,,,,,,,,,,,,
Thailand,THA,SEA,1,2012,Survey,1,A,1622,,2,1.4,2.8,,0.2,0,0.5,,,,,,,,,,,,,,,,,,,,10.2,8.7,11.7
Thailand,THA,SEA,2,2006,Survey,1,A,1150,,1.65,0.99,2.58,,0.96,0.48,1.71,,,,,,,,,,,,,,,,,,,,8,6.45,9.81
Thailand,THA,SEA,3,2001,Survey,1,A,1505,,0.93,0.51,1.56,,0.47,0.19,0.96,,,,,,,,,,,,,,,,,,,,8.57,7.15,10.18
Thailand,THA,SEA,4,1997,Survey,1,A,1137,,2.11,1.35,3.14,,3.69,2.66,4.99,,,,,,,,,,,,,,,,,,,,10.38,8.59,12.43
Tajikistan,TJK,EUR,1,2021,Surveillance,1,A,1584,267,,,,,,,,,,,,,1862,501,,,,435,,,,280,,,,,,,
Tajikistan,TJK,EUR,2,2017,Survey,1,A,1270,,19.9,17.8,22.2,,,,,,,,,,1270,,21.4,19.3,23.8,,28.4,25.9,30.9,,21.4,19.3,23.8,,,,
Tajikistan,TJK,EUR,3,2014,Surveillance,1,A,1957,158,,,,93,,,,475,85,,,,,,,,,,,,,,,,,752,,,
Tajikistan,TJK,EUR,4,2011,Survey,1,A,544,,12.5,9.9,15.6,,1.1,0.4,2.5,,,,,,,,,,,,,,,,,,,,1.1,0.4,2.5
Tajikistan,TJK,EUR,1001,2009,Survey,0,A,139,,16.5,10.8,23.8,,0.1,0,3.9,,,,,,,,,,,,,,,,,,,,10.07,5.62,16.32
Turkmenistan,TKM,EUR,1,2018,Survey,1,A,894,,23.4,20.7,26.2,,,,,,,,,,970,,23.2,20.6,25.9,,39.9,36.8,43.2,,24.4,21.7,27.3,,,,
Turkmenistan,TKM,EUR,2,2013,Survey,1,A,561,,13.9,11.1,17,,0.5,0.1,1.6,,,,,,,,,,,,,,,,,,,,25.7,22.1,29.5
Turkmenistan,TKM,EUR,1001,2002,Survey,0,A,105,,3.81,1.05,9.47,,0,0,2.81,,,,,,,,,,,,,,,,,,,,11.43,6.05,19.11
